fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.8;0.25;0.34;4.70;0.031;34;134;0.9927;3.21;0.38;10.60;6
6.8;0.28;0.44;9.30;0.031;35;137;0.9946;3.16;0.36;10.40;6
8.3;0.41;0.51;2.00;0.046;11;207;0.9930;3.02;0.55;11.40;5
7.5;0.27;0.31;5.80;0.057;131;313;0.9946;3.18;0.59;10.50;5
7.9;0.26;0.41;15.15;0.040;38;216;0.9976;2.96;0.60;10.00;6
6.4;0.34;0.23;6.30;0.039;37;143;0.9944;3.19;0.65;10.00;6
6.5;0.28;0.35;15.40;0.042;55;195;0.9978;3.23;0.50;9.60;6
7.2;0.21;0.41;1.30;0.036;33;85;0.9920;3.17;0.51;10.40;5
6.4;0.32;0.35;4.80;0.030;34;101;0.9912;3.36;0.60;12.50;8
6.8;0.24;0.34;4.60;0.032;37;135;0.9927;3.20;0.39;10.60;5
6.3;0.23;0.30;1.80;0.033;16;91;0.9906;3.28;0.40;11.80;6
6.5;0.28;0.34;9.90;0.038;30;133;0.9954;3.11;0.44;9.80;5
5.6;0.26;0.26;5.70;0.031;12;80;0.9923;3.25;0.38;10.80;5
6.3;0.23;0.30;1.80;0.033;16;91;0.9906;3.28;0.40;11.80;6
6.3;0.23;0.33;1.50;0.036;15;105;0.9910;3.32;0.42;11.20;6
5.8;0.27;0.27;12.30;0.045;55;170;0.9972;3.28;0.42;9.30;6
5.9;0.26;0.40;1.30;0.047;12;139;0.9945;3.45;0.53;10.40;5
6.6;0.18;0.35;1.50;0.049;49;141;0.9934;3.43;0.85;10.20;7
7.4;0.20;0.43;7.80;0.045;27;153;0.9964;3.19;0.55;9.00;7
8.0;0.24;0.36;1.50;0.047;17;129;0.9948;3.20;0.54;10.00;6
6.4;0.26;0.42;9.70;0.044;30;140;0.9962;3.18;0.47;9.10;6
5.4;0.31;0.47;3.00;0.053;46;144;0.9931;3.29;0.76;10.00;5
5.4;0.29;0.47;3.00;0.052;47;145;0.9930;3.29;0.75;10.00;6
7.1;0.15;0.33;4.60;0.050;33;131;0.9942;3.28;0.40;9.60;6
5.6;0.34;0.10;1.30;0.031;20;68;0.9906;3.36;0.51;11.20;7
6.7;0.19;0.41;15.60;0.056;75;155;0.9995;3.20;0.44;8.80;6
7.8;0.18;0.46;13.60;0.052;38;118;0.9980;3.15;0.50;10.00;6
7.6;0.17;0.45;11.20;0.054;56;137;0.9970;3.15;0.47;10.00;5
6.3;0.12;0.36;2.10;0.044;47;146;0.9914;3.27;0.74;11.40;7
7.3;0.33;0.40;6.85;0.038;32;138;0.9920;3.03;0.30;11.90;7
5.5;0.34;0.30;2.50;0.071;27;128;0.9924;3.14;0.51;9.60;6
7.3;0.33;0.40;6.85;0.038;32;138;0.9920;3.03;0.30;11.90;7
5.8;0.40;0.42;4.40;0.047;38.5;245;0.9937;3.25;0.57;9.60;6
7.3;0.22;0.37;14.30;0.063;48;191;0.9978;2.89;0.38;9.00;6
7.3;0.22;0.37;14.30;0.063;48;191;0.9978;2.89;0.38;9.00;6
6.1;0.36;0.33;1.10;0.050;24;169;0.9927;3.15;0.78;9.50;6
10.0;0.20;0.39;1.40;0.050;19;152;0.9940;3.00;0.42;10.40;6
6.9;0.24;0.34;4.70;0.040;43;161;0.9935;3.20;0.59;10.60;6
6.4;0.24;0.32;14.90;0.047;54;162;0.9968;3.28;0.50;10.20;6
7.1;0.37;0.14;1.20;0.055;24;84;0.9941;3.15;0.43;8.90;5
6.8;0.15;0.30;5.30;0.050;40;127;0.9942;3.40;0.39;9.70;6
7.3;0.22;0.37;14.30;0.063;48;191;0.9978;2.89;0.38;9.00;6
6.8;0.16;0.40;2.30;0.037;18;102;0.9923;3.49;0.42;11.40;7
6.0;0.26;0.32;3.50;0.028;29;113;0.9912;3.40;0.71;12.30;7
6.0;0.18;0.27;1.50;0.089;40;143;0.9923;3.49;0.62;10.80;6
6.9;0.33;0.21;1.00;0.053;39;148;0.9927;3.12;0.45;9.40;6
7.7;0.29;0.48;2.30;0.049;36;178;0.9931;3.17;0.64;10.60;6
7.1;0.39;0.35;12.50;0.044;26;72;0.9941;3.17;0.29;11.60;5
6.9;0.33;0.21;1.00;0.053;39;148;0.9927;3.12;0.45;9.40;6
7.7;0.29;0.48;2.30;0.049;36;178;0.9931;3.17;0.64;10.60;6
6.6;0.91;0.19;0.80;0.048;17;204;0.9934;3.34;0.56;10.00;5
7.2;0.27;0.27;2.40;0.048;30;149;0.9936;3.10;0.51;9.20;6
5.1;0.33;0.22;1.60;0.027;18;89;0.9893;3.51;0.38;12.50;7
5.1;0.33;0.22;1.60;0.027;18;89;0.9893;3.51;0.38;12.50;7
6.4;0.31;0.28;1.50;0.037;12;119;0.9919;3.32;0.51;10.40;7
7.3;0.20;0.44;1.40;0.045;21;98;0.9924;3.15;0.46;10.00;7
5.7;0.32;0.50;2.60;0.049;17;155;0.9927;3.22;0.64;10.00;6
6.4;0.31;0.28;1.50;0.037;12;119;0.9919;3.32;0.51;10.40;7
7.3;0.20;0.44;1.40;0.045;21;98;0.9924;3.15;0.46;10.00;7
7.2;0.28;0.26;12.50;0.046;48;179;0.9975;3.10;0.52;9.00;6
7.5;0.35;0.28;9.60;0.051;26;157;0.9969;3.12;0.53;9.20;6
7.2;0.27;0.27;2.40;0.048;30;149;0.9936;3.10;0.51;9.20;6
6.0;0.36;0.39;3.20;0.027;20;125;0.9910;3.38;0.39;11.30;7
5.1;0.33;0.22;1.60;0.027;18;89;0.9893;3.51;0.38;12.50;7
5.0;0.17;0.56;1.50;0.026;24;115;0.9906;3.48;0.39;10.80;7
6.3;0.39;0.35;5.90;0.040;82.5;260;0.9941;3.12;0.66;10.10;5
6.7;0.21;0.32;5.40;0.047;29;140;0.9950;3.39;0.46;9.70;6
7.0;0.30;0.38;14.90;0.032;60;181;0.9983;3.18;0.61;9.30;7
7.0;0.30;0.38;14.90;0.032;60;181;0.9983;3.18;0.61;9.30;7
6.5;0.36;0.32;1.10;0.031;13;66;0.9916;3.10;0.46;10.60;5
6.1;0.55;0.15;9.80;0.031;19;125;0.9957;3.36;0.47;10.20;6
7.3;0.24;0.43;2.00;0.021;20;69;0.9900;3.08;0.56;12.20;6
6.8;0.37;0.51;11.80;0.044;62;163;0.9976;3.19;0.44;8.80;5
6.8;0.27;0.12;1.30;0.040;87;168;0.9920;3.18;0.41;10.00;5
8.2;0.28;0.42;1.80;0.031;30;93;0.9917;3.09;0.39;11.40;5
6.3;0.20;0.40;1.50;0.037;35;107;0.9917;3.46;0.50;11.40;6
5.9;0.26;0.27;18.20;0.048;52;168;0.9993;3.35;0.44;9.40;5
6.4;0.19;0.42;2.90;0.032;32;83;0.9908;3.30;0.41;11.70;6
6.3;0.20;0.40;1.50;0.037;35;107;0.9917;3.46;0.50;11.40;6
6.8;0.37;0.51;11.80;0.044;62;163;0.9976;3.19;0.44;8.80;5
6.1;0.35;0.07;1.40;0.069;22;108;0.9934;3.23;0.52;9.20;5
7.1;0.27;0.31;18.20;0.046;55;252;1.0000;3.07;0.56;8.70;5
6.8;0.22;0.31;6.30;0.035;33;170;0.9918;3.24;0.66;12.60;6
6.8;0.27;0.12;1.30;0.040;87;168;0.9920;3.18;0.41;10.00;5
5.8;0.28;0.34;4.00;0.031;40;99;0.9896;3.39;0.39;12.80;7
6.9;0.49;0.24;1.20;0.049;13;125;0.9932;3.17;0.51;9.40;5
6.3;0.14;0.39;1.20;0.044;26;116;0.9920;3.26;0.53;10.30;6
8.2;0.28;0.42;1.80;0.031;30;93;0.9917;3.09;0.39;11.40;5
7.2;0.25;0.39;18.95;0.038;42;155;0.9999;2.97;0.47;9.00;6
7.3;0.28;0.36;12.70;0.040;38;140;0.9980;3.30;0.79;9.60;6
7.2;0.19;0.39;1.20;0.036;32;85;0.9918;3.16;0.50;10.50;5
7.2;0.19;0.39;1.20;0.036;32;85;0.9918;3.16;0.50;10.50;5
7.2;0.25;0.39;18.95;0.038;42;155;0.9999;2.97;0.47;9.00;6
7.3;0.28;0.36;12.70;0.040;38;140;0.9980;3.30;0.79;9.60;6
7.4;0.21;0.27;1.20;0.041;27;99;0.9927;3.19;0.33;9.80;6
6.8;0.26;0.22;7.70;0.047;57;210;0.9959;3.10;0.47;9.00;5
7.4;0.21;0.27;1.20;0.041;27;99;0.9927;3.19;0.33;9.80;6
7.4;0.31;0.28;1.60;0.050;33;137;0.9929;3.31;0.56;10.50;6
7.0;0.22;0.31;2.70;0.030;41;136;0.9898;3.16;0.37;12.70;7
7.0;0.21;0.28;8.70;0.045;37;222;0.9954;3.25;0.54;10.40;6
7.0;0.21;0.28;8.60;0.045;37;221;0.9954;3.25;0.54;10.40;6
7.0;0.21;0.28;8.60;0.045;37;221;0.9954;3.25;0.54;10.40;6
6.9;0.23;0.38;8.30;0.047;47;162;0.9954;3.34;0.52;10.50;7
7.0;0.21;0.28;8.70;0.045;37;222;0.9954;3.25;0.54;10.40;6
7.0;0.21;0.28;8.60;0.045;37;221;0.9954;3.25;0.54;10.40;6
6.8;0.29;0.50;13.30;0.053;48;194;0.9974;3.09;0.45;9.40;5
7.8;0.21;0.27;1.20;0.051;20;89;0.9936;3.06;0.46;9.10;5
7.1;0.31;0.47;13.60;0.056;54;197;0.9978;3.10;0.49;9.30;5
6.8;0.29;0.50;13.30;0.053;48;194;0.9974;3.09;0.45;9.40;5
6.4;0.34;0.10;1.10;0.048;19;84;0.9927;3.21;0.38;9.80;5
7.4;0.16;0.34;2.30;0.045;73.5;214;0.9934;3.18;0.61;9.90;7
7.2;0.55;0.09;1.50;0.108;16;151;0.9938;3.07;0.57;9.20;4
7.0;0.23;0.36;7.10;0.028;31;104;0.9922;3.35;0.47;12.10;8
6.9;0.20;0.37;6.20;0.027;24;97;0.9920;3.38;0.49;12.20;7
6.1;0.28;0.32;2.50;0.042;23;218.5;0.9935;3.27;0.60;9.80;5
6.6;0.16;0.32;1.40;0.035;49;186;0.9906;3.35;0.64;12.40;8
7.4;0.16;0.34;2.30;0.045;73.5;214;0.9934;3.18;0.61;9.90;7
6.2;0.35;0.04;1.20;0.060;23;108;0.9934;3.26;0.54;9.20;5
6.7;0.22;0.37;1.60;0.028;24;102;0.9913;3.29;0.59;11.60;7
6.1;0.38;0.20;6.60;0.033;25;137;0.9938;3.30;0.69;10.40;6
6.0;0.25;0.28;2.20;0.026;54;126;0.9898;3.43;0.65;12.90;8
6.6;0.52;0.44;12.20;0.048;54;245;0.9975;3.26;0.54;9.30;6
6.9;0.24;0.36;20.80;0.031;40;139;0.9975;3.20;0.33;11.00;6
7.1;0.32;0.32;11.00;0.038;16;66;0.9937;3.24;0.40;11.50;3
5.8;0.28;0.27;2.60;0.054;30;156;0.9914;3.53;0.42;12.40;5
6.5;0.41;0.24;14.00;0.048;24;113;0.9982;3.44;0.53;9.80;6
6.5;0.41;0.24;14.00;0.048;24;113;0.9982;3.44;0.53;9.80;6
6.4;0.28;0.29;1.60;0.052;34;127;0.9929;3.48;0.56;10.50;7
7.2;0.60;0.20;9.90;0.070;21;174;0.9971;3.03;0.54;9.10;5
6.1;0.20;0.25;1.20;0.038;34;128;0.9921;3.24;0.44;10.10;5
5.9;0.46;0.14;2.70;0.042;27;160;0.9931;3.46;0.51;10.60;7
6.0;0.27;0.27;1.60;0.046;32;113;0.9924;3.41;0.51;10.50;7
6.4;0.28;0.29;1.60;0.052;34;127;0.9929;3.48;0.56;10.50;7
6.4;0.41;0.24;14.00;0.048;24;113;0.9982;3.44;0.53;9.80;6
6.3;0.23;0.31;1.50;0.022;11;82;0.9892;3.30;0.40;12.90;7
7.1;0.21;0.27;8.60;0.056;26;111;0.9956;2.95;0.52;9.50;5
6.0;0.37;0.32;1.00;0.053;31;218.5;0.9924;3.29;0.72;9.80;6
6.1;0.43;0.35;9.10;0.059;83;249;0.9971;3.37;0.50;8.50;5
7.1;0.21;0.27;8.60;0.056;26;111;0.9956;2.95;0.52;9.50;5
7.0;0.25;0.29;15.20;0.047;40;171;0.9982;3.22;0.45;9.30;5
5.9;0.25;0.19;12.40;0.047;50;162;0.9973;3.35;0.38;9.50;5
6.8;0.32;0.21;2.20;0.044;15;68;0.9932;3.17;0.39;9.40;6
7.2;0.39;0.62;11.00;0.047;66;178;0.9976;3.16;0.50;8.70;5
6.3;0.21;0.58;10.00;0.081;34;126;0.9962;2.95;0.46;8.90;5
7.0;0.14;0.32;9.00;0.039;54;141;0.9956;3.22;0.43;9.40;6
6.8;0.32;0.21;2.20;0.044;15;68;0.9932;3.17;0.39;9.40;6
7.2;0.39;0.62;11.00;0.047;66;178;0.9976;3.16;0.50;8.70;5
7.2;0.29;0.53;18.15;0.047;59;182;0.9992;3.09;0.52;9.60;5
8.6;0.37;0.70;12.15;0.039;21;158;0.9983;3.00;0.73;9.30;6
6.5;0.38;0.34;3.40;0.036;34;200;0.9937;3.14;0.76;10.00;5
6.6;0.24;0.29;2.00;0.023;19;86;0.9900;3.25;0.45;12.50;6
7.0;0.17;0.31;4.80;0.034;34;132;0.9944;3.36;0.48;9.60;7
5.5;0.16;0.22;4.50;0.030;30;102;0.9938;3.24;0.36;9.40;6
7.0;0.24;0.51;11.00;0.029;55;227;0.9965;3.03;0.61;9.50;5
7.4;0.28;0.36;1.10;0.028;42;105;0.9893;2.99;0.39;12.40;7
7.0;0.22;0.28;1.50;0.037;29;115;0.9927;3.11;0.55;10.50;6
7.1;0.55;0.13;1.70;0.073;21;165;0.9940;2.97;0.58;9.20;6
6.3;0.22;0.33;1.70;0.041;67;164;0.9928;3.32;0.56;10.40;6
6.7;0.47;0.34;8.90;0.043;31;172;0.9964;3.22;0.60;9.20;5
5.9;0.36;0.41;1.30;0.047;45;104;0.9917;3.33;0.51;10.60;6
5.8;0.25;0.24;13.30;0.044;41;137;0.9972;3.34;0.42;9.50;5
6.7;0.47;0.34;8.90;0.043;31;172;0.9964;3.22;0.60;9.20;5
6.2;0.37;0.30;6.60;0.346;79;200;0.9954;3.29;0.58;9.60;5
6.2;0.18;0.38;1.50;0.028;36;117;0.9930;3.47;0.54;9.70;6
6.0;0.16;0.37;1.50;0.025;43;117;0.9928;3.46;0.51;9.70;6
6.6;0.34;0.28;1.30;0.035;32;90;0.9916;3.10;0.42;10.70;6
7.4;0.29;0.29;1.60;0.045;53;180;0.9936;3.34;0.68;10.50;6
7.4;0.26;0.31;7.60;0.047;52;177;0.9962;3.13;0.45;8.90;6
7.0;0.28;0.36;1.00;0.035;8;70;0.9899;3.09;0.46;12.10;6
7.1;0.23;0.39;1.60;0.032;12;65;0.9898;3.25;0.40;12.70;7
7.8;0.19;0.26;8.90;0.039;42;182;0.9960;3.18;0.46;9.90;6
6.3;0.19;0.28;1.80;0.022;28;158;0.9907;3.20;0.64;11.40;6
6.8;0.20;0.38;4.70;0.040;27;103;0.9940;3.37;0.58;10.70;6
5.7;0.44;0.13;7.00;0.025;28;173;0.9913;3.33;0.48;12.50;6
7.2;0.40;0.62;10.80;0.041;70;189;0.9976;3.08;0.49;8.60;4
6.8;0.23;0.32;1.60;0.026;43;147;0.9904;3.29;0.54;12.50;6
5.7;0.34;0.34;1.00;0.040;13;174;0.9920;3.27;0.66;10.00;5
7.2;0.40;0.62;10.80;0.041;70;189;0.9976;3.08;0.49;8.60;4
7.2;0.28;0.54;16.70;0.045;54;200;0.9990;3.08;0.49;9.50;6
6.8;0.19;0.58;14.20;0.038;51;164;0.9975;3.12;0.48;9.60;6
6.4;0.30;0.30;2.25;0.038;8;210;0.9937;3.20;0.62;9.90;6
6.5;0.30;0.29;2.25;0.037;8;210;0.9937;3.19;0.62;9.90;5
7.8;0.18;0.31;12.20;0.053;46;140;0.9980;3.06;0.53;8.90;6
7.8;0.18;0.31;12.20;0.053;46;140;0.9980;3.06;0.53;8.90;6
7.3;0.51;0.26;3.30;0.090;7;135;0.9944;3.01;0.52;8.80;5
6.0;0.24;0.27;1.90;0.048;40;170;0.9938;3.64;0.54;10.00;7
5.9;0.62;0.28;3.50;0.039;55;152;0.9907;3.44;0.44;12.00;6
6.0;0.24;0.27;1.90;0.048;40;170;0.9938;3.64;0.54;10.00;7
6.7;0.27;0.12;1.30;0.041;62;138;0.9921;3.21;0.42;10.00;6
7.8;0.34;0.35;1.80;0.042;8;167;0.9908;3.11;0.41;12.10;6
7.3;0.26;0.36;5.20;0.040;31;141;0.9931;3.16;0.59;11.00;6
7.4;0.36;0.33;1.40;0.025;27;55;0.9915;3.21;0.33;11.20;6
7.8;0.28;0.32;9.00;0.036;34;115;0.9952;3.17;0.39;10.30;7
6.1;0.31;0.26;2.20;0.051;28;167;0.9926;3.37;0.47;10.40;6
6.8;0.18;0.37;1.60;0.055;47;154;0.9934;3.08;0.45;9.10;5
7.4;0.15;0.42;1.70;0.045;49;154;0.9920;3.00;0.60;10.40;6
5.9;0.13;0.28;1.90;0.050;20;78;0.9918;3.43;0.64;10.80;6
7.2;0.34;0.34;12.60;0.048;7;41;0.9942;3.19;0.40;11.70;5
7.9;0.19;0.26;2.10;0.039;8;143;0.9942;3.05;0.74;9.80;5
7.9;0.19;0.26;2.10;0.039;8;143;0.9942;3.05;0.74;9.80;5
6.9;0.25;0.40;1.30;0.038;22;101;0.9901;3.03;0.39;11.40;6
5.8;0.36;0.32;1.70;0.033;22;96;0.9898;3.03;0.38;11.20;6
5.6;0.35;0.37;1.00;0.038;6;72;0.9902;3.37;0.34;11.40;5
5.9;0.32;0.39;3.30;0.114;24;140;0.9934;3.09;0.45;9.20;6
7.2;0.31;0.46;5.00;0.040;3;29;0.9906;3.04;0.53;12.50;4
6.1;0.28;0.22;1.80;0.034;32;116;0.9898;3.36;0.44;12.60;6
5.2;0.36;0.02;1.60;0.031;24;104;0.9896;3.44;0.35;12.20;6
5.6;0.19;0.47;4.50;0.030;19;112;0.9922;3.56;0.45;11.20;6
6.4;0.10;0.35;4.90;0.048;31;103;0.9947;3.43;0.79;9.70;6
6.4;0.18;0.48;4.00;0.186;64;150;0.9945;3.06;0.40;9.30;5
7.4;0.25;0.36;13.20;0.067;53;178;0.9976;3.01;0.48;9.00;6
7.4;0.25;0.36;13.20;0.067;53;178;0.9976;3.01;0.48;9.00;6
7.4;0.25;0.36;13.20;0.067;53;178;0.9976;3.01;0.48;9.00;6
7.9;0.35;0.51;15.30;0.047;54;171;0.9987;3.09;0.51;9.10;5
7.9;0.35;0.51;15.30;0.047;54;171;0.9987;3.09;0.51;9.10;5
7.4;0.25;0.36;13.20;0.067;53;178;0.9976;3.01;0.48;9.00;6
6.1;0.24;0.30;1.50;0.045;22;61;0.9920;3.31;0.54;10.40;5
6.8;0.25;0.24;4.55;0.053;41;211;0.9955;3.37;0.67;9.50;6
6.7;0.31;0.31;9.90;0.040;10;175;0.9953;3.46;0.55;11.40;4
7.2;0.46;0.65;10.40;0.050;76;192;0.9976;3.16;0.42;8.70;5
5.5;0.35;0.35;1.10;0.045;14;167;0.9920;3.34;0.68;9.90;6
6.7;0.24;0.41;8.70;0.036;29;148;0.9952;3.22;0.62;9.90;6
6.8;0.28;0.17;13.90;0.047;49;162;0.9983;3.21;0.51;9.00;6
6.4;0.16;0.22;1.40;0.040;41;149;0.9933;3.49;0.58;10.00;6
6.3;0.26;0.24;7.20;0.039;38;172;0.9958;3.49;0.64;9.70;6
7.7;0.22;0.42;1.90;0.052;10;87;0.9922;3.30;0.49;11.80;6
6.5;0.18;0.31;1.70;0.044;30;127;0.9928;3.49;0.50;10.20;7
7.2;0.46;0.65;10.40;0.050;76;192;0.9976;3.16;0.42;8.70;5
7.0;0.30;0.51;13.60;0.050;40;168;0.9976;3.07;0.52;9.60;7
9.2;0.25;0.34;1.20;0.026;31;93;0.9916;2.93;0.37;11.30;7
7.8;0.28;0.34;1.60;0.028;32;118;0.9901;3.00;0.38;12.10;7
7.0;0.30;0.51;13.60;0.050;40;168;0.9976;3.07;0.52;9.60;7
7.8;0.28;0.34;1.60;0.028;32;118;0.9901;3.00;0.38;12.10;7
9.2;0.25;0.34;1.20;0.026;31;93;0.9916;2.93;0.37;11.30;7
8.4;0.35;0.71;12.20;0.046;22;160;0.9982;2.98;0.65;9.40;5
6.1;0.41;0.24;1.60;0.049;16;137;0.9930;3.32;0.50;10.40;6
5.9;0.21;0.24;12.10;0.044;53;165;0.9969;3.25;0.39;9.50;5
7.2;0.34;0.44;4.20;0.047;51;144;0.9910;3.01;0.76;12.30;6
6.7;0.21;0.42;9.10;0.049;31;150;0.9953;3.12;0.74;9.90;7
5.9;0.37;0.10;1.60;0.057;39;128;0.9924;3.24;0.48;10.10;5
7.7;0.34;0.27;8.80;0.063;39;184;0.9969;3.09;0.63;9.20;6
7.4;0.30;0.22;1.40;0.046;16;135;0.9928;3.08;0.77;10.40;7
6.8;0.51;0.30;4.20;0.066;38;165;0.9945;3.20;0.42;9.10;5
7.8;0.22;0.38;10.30;0.059;28;99;0.9967;3.12;0.47;10.00;6
7.2;0.35;0.34;12.40;0.051;6;37;0.9944;3.13;0.39;11.50;6
6.0;0.26;0.50;2.20;0.048;59;153;0.9928;3.08;0.61;9.80;5
6.1;0.26;0.51;2.20;0.050;61;154;0.9929;3.08;0.60;9.80;6
6.5;0.28;0.27;5.20;0.040;44;179;0.9948;3.19;0.69;9.40;6
7.4;0.41;0.66;10.80;0.051;77;194;0.9976;3.05;0.46;8.70;5
6.5;0.28;0.29;2.70;0.038;26;107;0.9912;3.32;0.41;11.60;7
6.7;0.34;0.54;16.30;0.047;44;181;0.9987;3.04;0.56;8.80;5
7.2;0.20;0.34;2.70;0.032;49;151;0.9900;3.16;0.39;12.70;7
7.4;0.20;0.33;1.90;0.035;39;138;0.9910;3.17;0.44;11.70;7
8.2;0.22;0.30;1.80;0.047;47;185;0.9933;3.13;0.50;10.20;6
8.2;0.23;0.29;1.80;0.047;47;187;0.9933;3.13;0.50;10.20;6
7.1;0.22;0.33;2.80;0.033;48;153;0.9899;3.15;0.38;12.70;7
6.5;0.28;0.29;2.70;0.038;26;107;0.9912;3.32;0.41;11.60;7
6.0;0.38;0.26;6.00;0.034;42;134;0.9912;3.38;0.38;12.30;7
7.4;0.41;0.66;10.80;0.051;77;194;0.9976;3.05;0.46;8.70;5
5.7;0.18;0.22;4.20;0.042;25;111;0.9940;3.35;0.39;9.40;5
7.3;0.30;0.22;6.40;0.056;44;168;0.9947;3.13;0.35;10.10;6
7.4;0.24;0.22;10.70;0.042;26;81;0.9954;2.86;0.36;9.70;6
6.6;0.25;0.30;1.60;0.046;32;134;0.9930;3.42;0.51;10.10;7
7.4;0.24;0.22;10.70;0.042;26;81;0.9954;2.86;0.36;9.70;6
7.4;0.26;0.30;7.90;0.049;38;157;0.9963;3.13;0.48;8.90;6
6.1;0.32;0.25;1.70;0.034;37;136;0.9920;3.47;0.50;10.80;7
6.9;0.28;0.27;2.10;0.036;42;121;0.9926;3.42;0.49;10.80;7
7.0;0.23;0.33;5.80;0.040;25;136;0.9950;3.19;0.58;9.50;6
7.1;0.31;0.50;14.50;0.059;6;148;0.9983;2.94;0.44;9.10;5
7.3;0.20;0.37;1.20;0.037;48;119;0.9920;3.32;0.49;10.90;6
6.9;0.41;0.33;10.10;0.043;28;152;0.9968;3.20;0.52;9.40;5
6.4;0.45;0.07;1.10;0.030;10;131;0.9905;2.97;0.28;10.80;5
6.4;0.48;0.06;1.00;0.030;9;131;0.9904;2.97;0.29;10.80;5
6.3;0.27;0.38;0.90;0.051;7;140;0.9926;3.45;0.50;10.50;7
6.9;0.41;0.33;10.10;0.043;28;152;0.9968;3.20;0.52;9.40;5
7.0;0.29;0.37;4.90;0.034;26;127;0.9928;3.17;0.44;10.80;6
5.9;0.27;0.29;11.40;0.036;31;115;0.9949;3.35;0.48;10.50;8
6.9;0.19;0.40;1.40;0.036;14;55;0.9909;3.08;0.68;11.50;7
6.7;0.30;0.35;1.40;0.180;36;160;0.9937;3.11;0.54;9.40;6
7.2;0.24;0.40;1.40;0.045;31;106;0.9914;2.88;0.38;10.80;6
6.4;0.45;0.07;1.10;0.030;10;131;0.9905;2.97;0.28;10.80;5
6.4;0.48;0.06;1.00;0.030;9;131;0.9904;2.97;0.29;10.80;5
6.3;0.26;0.49;1.50;0.052;34;134;0.9924;2.99;0.61;9.80;6
6.3;0.26;0.49;1.50;0.052;34;134;0.9924;2.99;0.61;9.80;6
7.3;0.25;0.29;7.50;0.049;38;158;0.9965;3.43;0.38;9.60;5
7.3;0.25;0.29;7.50;0.049;38;158;0.9965;3.43;0.38;9.60;5
6.1;0.28;0.25;17.75;0.044;48;161;0.9993;3.34;0.48;9.50;5
7.4;0.37;0.35;5.70;0.061;12;94;0.9965;3.48;0.69;10.70;6
6.5;0.36;0.28;3.20;0.037;29;119;0.9908;3.25;0.65;12.40;8
7.4;0.24;0.40;4.30;0.032;9;95;0.9920;3.09;0.39;11.10;6
7.5;0.23;0.68;11.00;0.047;37;133;0.9978;2.99;0.38;8.80;5
7.5;0.21;0.68;10.90;0.045;38;133;0.9978;3.00;0.36;8.70;5
7.5;0.21;0.68;10.90;0.045;38;133;0.9978;3.00;0.36;8.70;5
7.5;0.23;0.68;11.00;0.047;37;133;0.9978;2.99;0.38;8.80;5
7.8;0.32;0.33;2.40;0.037;18;101;0.9912;3.21;0.65;11.70;7
7.8;0.26;0.27;1.90;0.051;52;195;0.9928;3.23;0.50;10.90;6
7.7;0.24;0.27;1.80;0.051;52;190;0.9928;3.23;0.50;10.80;6
7.4;0.19;0.30;1.40;0.057;33;135;0.9930;3.12;0.50;9.60;6
6.5;0.46;0.41;16.80;0.084;59;222;0.9993;3.18;0.58;9.00;5
6.5;0.26;0.43;8.90;0.083;50;171;0.9965;2.85;0.50;9.00;5
5.3;0.32;0.12;6.60;0.043;22;141;0.9937;3.36;0.60;10.40;6
7.2;0.24;0.34;1.10;0.045;3;64;0.9913;3.23;0.51;11.40;5
6.0;0.36;0.06;1.40;0.066;27;128;0.9934;3.26;0.55;9.30;5
6.2;0.24;0.29;13.30;0.039;49;130;0.9952;3.33;0.46;11.00;8
7.6;0.56;0.12;10.40;0.096;22;177;0.9983;3.32;0.45;9.10;4
7.0;0.32;0.24;6.20;0.048;31;228;0.9957;3.23;0.62;9.40;6
7.0;0.32;0.24;6.20;0.048;31;228;0.9957;3.23;0.62;9.40;6
5.8;0.31;0.33;1.20;0.036;23;99;0.9916;3.18;0.60;10.50;6
7.0;0.23;0.42;18.05;0.050;35;144;0.9999;3.22;0.42;8.80;5
7.0;0.23;0.42;18.05;0.050;35;144;0.9999;3.22;0.42;8.80;5
6.9;0.24;0.33;4.80;0.040;16;131;0.9936;3.26;0.64;10.70;6
6.0;0.29;0.20;12.60;0.045;45;187;0.9972;3.33;0.42;9.50;5
6.1;0.17;0.28;4.50;0.033;46;150;0.9933;3.43;0.49;10.90;6
5.9;0.14;0.25;4.50;0.027;34;140;0.9934;3.49;0.51;10.80;6
6.2;0.17;0.28;4.70;0.037;39;133;0.9931;3.41;0.46;10.80;7
7.4;0.28;0.25;11.90;0.053;25;148;0.9976;3.10;0.62;9.20;5
5.6;0.35;0.14;5.00;0.046;48;198;0.9937;3.30;0.71;10.30;5
5.8;0.34;0.14;5.80;0.046;49;197;0.9937;3.30;0.71;10.30;5
5.6;0.24;0.29;1.20;0.047;33;127;0.9910;3.34;0.50;11.00;7
6.1;0.28;0.25;12.90;0.054;34;189;0.9979;3.25;0.43;9.00;4
6.3;0.21;0.33;13.90;0.046;68;179;0.9971;3.36;0.50;10.40;6
6.4;0.24;0.28;11.50;0.050;34;163;0.9969;3.31;0.45;9.50;5
6.4;0.24;0.29;11.40;0.051;32;166;0.9968;3.31;0.45;9.50;5
